agent,timestep,location,x,y,orientation
0,2588,304,4,10,-1
0,2589,274,4,9,-1
1,2585,466,16,15,-1
1,2586,465,15,15,-1
1,2587,464,14,15,-1
1,2588,463,13,15,-1
1,2589,462,12,15,-1
2,2585,488,8,16,-1
2,2586,489,9,16,-1
2,2587,490,10,16,-1
2,2588,491,11,16,-1
2,2589,492,12,16,-1
3,2585,797,17,26,-1
3,2586,796,16,26,-1
3,2587,766,16,25,-1
3,2588,767,17,25,-1
3,2589,768,18,25,-1
4,2585,154,4,5,-1
4,2586,124,4,4,-1
4,2587,154,4,5,-1
4,2588,184,4,6,-1
4,2589,214,4,7,-1
0,2590,275,5,9,-1
0,2591,245,5,8,-1
0,2592,215,5,7,-1
0,2593,185,5,6,-1
0,2594,155,5,5,-1
1,2590,461,11,15,-1
1,2591,460,10,15,-1
1,2592,459,9,15,-1
1,2593,458,8,15,-1
1,2594,457,7,15,-1
2,2590,493,13,16,-1
2,2591,494,14,16,-1
2,2592,495,15,16,-1
2,2593,496,16,16,-1
2,2594,526,16,17,-1
3,2590,769,19,25,-1
3,2591,770,20,25,-1
3,2592,771,21,25,-1
3,2593,772,22,25,-1
3,2594,773,23,25,-1
4,2590,244,4,8,-1
4,2591,274,4,9,-1
4,2592,304,4,10,-1
4,2593,334,4,11,-1
4,2594,364,4,12,-1
0,2595,125,5,4,-1
0,2596,126,6,4,-1
0,2597,127,7,4,-1
0,2598,128,8,4,-1
0,2599,129,9,4,-1
1,2595,456,6,15,-1
1,2596,455,5,15,-1
1,2597,455,5,15,-1
1,2598,454,4,15,-1
1,2599,424,4,14,-1
2,2595,556,16,18,-1
2,2596,586,16,19,-1
2,2597,616,16,20,-1
2,2598,646,16,21,-1
2,2599,676,16,22,-1
3,2595,774,24,25,-1
3,2596,775,25,25,-1
3,2597,805,25,26,-1
3,2598,804,24,26,-1
3,2599,803,23,26,-1
4,2595,394,4,13,-1
4,2596,424,4,14,-1
4,2597,454,4,15,-1
4,2598,484,4,16,-1
4,2599,485,5,16,-1
0,2600,130,10,4,-1
0,2601,131,11,4,-1
0,2602,132,12,4,-1
0,2603,133,13,4,-1
0,2604,134,14,4,-1
1,2600,394,4,13,-1
1,2601,364,4,12,-1
1,2602,334,4,11,-1
1,2603,304,4,10,-1
1,2604,274,4,9,-1
2,2600,706,16,23,-1
2,2601,736,16,24,-1
2,2602,766,16,25,-1
2,2603,767,17,25,-1
2,2604,768,18,25,-1
3,2600,802,22,26,-1
3,2601,801,21,26,-1
3,2602,800,20,26,-1
3,2603,799,19,26,-1
3,2604,798,18,26,-1
4,2600,486,6,16,-1
4,2601,487,7,16,-1
4,2602,488,8,16,-1
4,2603,489,9,16,-1
4,2604,490,10,16,-1
0,2605,135,15,4,-1
0,2606,134,14,4,-1
0,2607,133,13,4,-1
0,2608,132,12,4,-1
0,2609,131,11,4,-1
1,2605,244,4,8,-1
1,2606,214,4,7,-1
1,2607,184,4,6,-1
1,2608,154,4,5,-1
1,2609,124,4,4,-1
2,2605,769,19,25,-1
2,2606,770,20,25,-1
2,2607,771,21,25,-1
2,2608,772,22,25,-1
2,2609,773,23,25,-1
3,2605,797,17,26,-1
3,2606,796,16,26,-1
3,2607,766,16,25,-1
3,2608,767,17,25,-1
3,2609,768,18,25,-1
4,2605,491,11,16,-1
4,2606,492,12,16,-1
4,2607,493,13,16,-1
4,2608,494,14,16,-1
4,2609,495,15,16,-1
0,2610,130,10,4,-1
0,2611,129,9,4,-1
0,2612,128,8,4,-1
0,2613,127,7,4,-1
0,2614,126,6,4,-1
1,2610,154,4,5,-1
1,2611,184,4,6,-1
1,2612,214,4,7,-1
1,2613,244,4,8,-1
1,2614,274,4,9,-1
2,2610,774,24,25,-1
2,2611,775,25,25,-1
2,2612,805,25,26,-1
2,2613,804,24,26,-1
2,2614,803,23,26,-1
3,2610,769,19,25,-1
3,2611,770,20,25,-1
3,2612,771,21,25,-1
3,2613,772,22,25,-1
3,2614,773,23,25,-1
4,2610,496,16,16,-1
4,2611,497,17,16,-1
4,2612,498,18,16,-1
4,2613,499,19,16,-1
4,2614,500,20,16,-1
0,2615,125,5,4,-1
0,2616,124,4,4,-1
0,2617,154,4,5,-1
0,2618,184,4,6,-1
0,2619,214,4,7,-1
1,2615,304,4,10,-1
1,2616,334,4,11,-1
1,2617,364,4,12,-1
1,2618,394,4,13,-1
1,2619,424,4,14,-1
2,2615,802,22,26,-1
2,2616,801,21,26,-1
2,2617,800,20,26,-1
2,2618,799,19,26,-1
2,2619,798,18,26,-1
3,2615,774,24,25,-1
3,2616,775,25,25,-1
3,2617,805,25,26,-1
3,2618,804,24,26,-1
3,2619,803,23,26,-1
4,2615,501,21,16,-1
4,2616,471,21,15,-1
4,2617,472,22,15,-1
4,2618,473,23,15,-1
4,2619,474,24,15,-1
0,2620,244,4,8,-1
0,2621,274,4,9,-1
0,2622,304,4,10,-1
0,2623,334,4,11,-1
0,2624,335,5,11,-1
1,2620,454,4,15,-1
1,2621,424,4,14,-1
1,2622,394,4,13,-1
1,2623,364,4,12,-1
1,2624,334,4,11,-1
2,2620,797,17,26,-1
2,2621,796,16,26,-1
2,2622,766,16,25,-1
2,2623,736,16,24,-1
2,2624,706,16,23,-1
3,2620,802,22,26,-1
3,2621,801,21,26,-1
3,2622,800,20,26,-1
3,2623,799,19,26,-1
3,2624,798,18,26,-1
4,2620,475,25,15,-1
4,2621,445,25,14,-1
4,2622,415,25,13,-1
4,2623,385,25,12,-1
4,2624,355,25,11,-1
0,2625,365,5,12,-1
0,2626,395,5,13,-1
0,2627,425,5,14,-1
0,2628,455,5,15,-1
0,2629,454,4,15,-1
1,2625,304,4,10,-1
1,2626,274,4,9,-1
1,2627,244,4,8,-1
1,2628,214,4,7,-1
1,2629,184,4,6,-1
2,2625,676,16,22,-1
2,2626,646,16,21,-1
2,2627,616,16,20,-1
2,2628,617,17,20,-1
2,2629,587,17,19,-1
3,2625,797,17,26,-1
3,2626,796,16,26,-1
3,2627,766,16,25,-1
3,2628,767,17,25,-1
3,2629,768,18,25,-1
4,2625,325,25,10,-1
4,2626,295,25,9,-1
4,2627,265,25,8,-1
4,2628,235,25,7,-1
4,2629,205,25,6,-1
0,2630,424,4,14,-1
0,2631,394,4,13,-1
0,2632,364,4,12,-1
0,2633,334,4,11,-1
0,2634,304,4,10,-1
1,2630,154,4,5,-1
1,2631,124,4,4,-1
1,2632,125,5,4,-1
1,2633,126,6,4,-1
1,2634,127,7,4,-1
2,2630,557,17,18,-1
2,2631,527,17,17,-1
2,2632,497,17,16,-1
2,2633,498,18,16,-1
2,2634,499,19,16,-1
3,2630,769,19,25,-1
3,2631,770,20,25,-1
3,2632,771,21,25,-1
3,2633,772,22,25,-1
3,2634,773,23,25,-1
4,2630,175,25,5,-1
4,2631,145,25,4,-1
4,2632,175,25,5,-1
4,2633,205,25,6,-1
4,2634,235,25,7,-1
0,2635,274,4,9,-1
0,2636,244,4,8,-1
0,2637,214,4,7,-1
0,2638,184,4,6,-1
0,2639,154,4,5,-1
1,2635,128,8,4,-1
1,2636,129,9,4,-1
1,2637,130,10,4,-1
1,2638,131,11,4,-1
1,2639,132,12,4,-1
2,2635,500,20,16,-1
2,2636,501,21,16,-1
2,2637,471,21,15,-1
2,2638,472,22,15,-1
2,2639,473,23,15,-1
3,2635,774,24,25,-1
3,2636,775,25,25,-1
3,2637,805,25,26,-1
3,2638,804,24,26,-1
3,2639,803,23,26,-1
4,2635,265,25,8,-1
4,2636,295,25,9,-1
4,2637,325,25,10,-1
4,2638,355,25,11,-1
4,2639,385,25,12,-1
0,2640,124,4,4,-1
0,2641,154,4,5,-1
0,2642,184,4,6,-1
0,2643,214,4,7,-1
0,2644,244,4,8,-1
1,2640,133,13,4,-1
1,2641,134,14,4,-1
1,2642,135,15,4,-1
1,2643,134,14,4,-1
1,2644,133,13,4,-1
2,2640,474,24,15,-1
2,2641,474,24,15,-1
2,2642,474,24,15,-1
2,2643,475,25,15,-1
2,2644,445,25,14,-1
3,2640,802,22,26,-1
3,2641,801,21,26,-1
3,2642,800,20,26,-1
3,2643,799,19,26,-1
3,2644,798,18,26,-1
4,2640,415,25,13,-1
4,2641,445,25,14,-1
4,2642,475,25,15,-1
4,2643,445,25,14,-1
4,2644,415,25,13,-1
0,2645,274,4,9,-1
0,2646,304,4,10,-1
0,2647,334,4,11,-1
0,2648,364,4,12,-1
0,2649,394,4,13,-1
1,2645,132,12,4,-1
1,2646,131,11,4,-1
1,2647,130,10,4,-1
1,2648,129,9,4,-1
1,2649,128,8,4,-1
2,2645,415,25,13,-1
2,2646,385,25,12,-1
2,2647,355,25,11,-1
2,2648,325,25,10,-1
2,2649,295,25,9,-1
3,2645,797,17,26,-1
3,2646,796,16,26,-1
3,2647,766,16,25,-1
3,2648,736,16,24,-1
3,2649,706,16,23,-1
4,2645,385,25,12,-1
4,2646,355,25,11,-1
4,2647,325,25,10,-1
4,2648,295,25,9,-1
4,2649,265,25,8,-1
0,2650,424,4,14,-1
0,2651,454,4,15,-1
0,2652,424,4,14,-1
0,2653,394,4,13,-1
0,2654,364,4,12,-1
1,2650,127,7,4,-1
1,2651,126,6,4,-1
1,2652,125,5,4,-1
1,2653,124,4,4,-1
1,2654,154,4,5,-1
2,2650,265,25,8,-1
2,2651,235,25,7,-1
2,2652,205,25,6,-1
2,2653,175,25,5,-1
2,2654,145,25,4,-1
3,2650,676,16,22,-1
3,2651,646,16,21,-1
3,2652,616,16,20,-1
3,2653,617,17,20,-1
3,2654,587,17,19,-1
4,2650,235,25,7,-1
4,2651,205,25,6,-1
4,2652,175,25,5,-1
4,2653,145,25,4,-1
4,2654,146,26,4,-1
0,2655,334,4,11,-1
0,2656,304,4,10,-1
0,2657,274,4,9,-1
0,2658,275,5,9,-1
0,2659,274,4,9,-1
1,2655,184,4,6,-1
1,2656,214,4,7,-1
1,2657,244,4,8,-1
1,2658,274,4,9,-1
1,2659,304,4,10,-1
2,2655,175,25,5,-1
2,2656,205,25,6,-1
2,2657,235,25,7,-1
2,2658,265,25,8,-1
2,2659,295,25,9,-1
3,2655,557,17,18,-1
3,2656,527,17,17,-1
3,2657,497,17,16,-1
3,2658,498,18,16,-1
3,2659,499,19,16,-1
4,2655,176,26,5,-1
4,2656,206,26,6,-1
4,2657,236,26,7,-1
4,2658,266,26,8,-1
4,2659,296,26,9,-1
0,2660,244,4,8,-1
0,2661,214,4,7,-1
0,2662,184,4,6,-1
0,2663,154,4,5,-1
0,2664,124,4,4,-1
1,2660,334,4,11,-1
1,2661,364,4,12,-1
1,2662,394,4,13,-1
1,2663,424,4,14,-1
1,2664,454,4,15,-1
2,2660,325,25,10,-1
2,2661,355,25,11,-1
2,2662,385,25,12,-1
2,2663,415,25,13,-1
2,2664,445,25,14,-1
3,2660,500,20,16,-1
3,2661,501,21,16,-1
3,2662,471,21,15,-1
3,2663,472,22,15,-1
3,2664,473,23,15,-1
4,2660,326,26,10,-1
4,2661,356,26,11,-1
4,2662,386,26,12,-1
4,2663,416,26,13,-1
4,2664,446,26,14,-1
0,2665,125,5,4,-1
0,2666,126,6,4,-1
0,2667,127,7,4,-1
0,2668,128,8,4,-1
0,2669,129,9,4,-1
1,2665,484,4,16,-1
1,2666,485,5,16,-1
1,2667,486,6,16,-1
1,2668,487,7,16,-1
1,2669,488,8,16,-1
2,2665,475,25,15,-1
2,2666,505,25,16,-1
2,2667,535,25,17,-1
2,2668,565,25,18,-1
2,2669,595,25,19,-1
3,2665,474,24,15,-1
3,2666,474,24,15,-1
3,2667,475,25,15,-1
3,2668,445,25,14,-1
3,2669,415,25,13,-1
4,2665,476,26,15,-1
4,2666,475,25,15,-1
4,2667,505,25,16,-1
4,2668,535,25,17,-1
4,2669,565,25,18,-1
0,2670,130,10,4,-1
0,2671,131,11,4,-1
0,2672,132,12,4,-1
0,2673,133,13,4,-1
0,2674,134,14,4,-1
1,2670,489,9,16,-1
1,2671,490,10,16,-1
1,2672,491,11,16,-1
1,2673,492,12,16,-1
1,2674,493,13,16,-1
2,2670,625,25,20,-1
2,2671,655,25,21,-1
2,2672,685,25,22,-1
2,2673,715,25,23,-1
2,2674,745,25,24,-1
3,2670,385,25,12,-1
3,2671,355,25,11,-1
3,2672,325,25,10,-1
3,2673,295,25,9,-1
3,2674,265,25,8,-1
4,2670,595,25,19,-1
4,2671,594,24,19,-1
4,2672,593,23,19,-1
4,2673,592,22,19,-1
4,2674,591,21,19,-1
0,2675,135,15,4,-1
0,2676,134,14,4,-1
0,2677,133,13,4,-1
0,2678,132,12,4,-1
0,2679,131,11,4,-1
1,2675,494,14,16,-1
1,2676,495,15,16,-1
1,2677,496,16,16,-1
1,2678,497,17,16,-1
1,2679,498,18,16,-1
2,2675,775,25,25,-1
2,2676,805,25,26,-1
2,2677,804,24,26,-1
2,2678,803,23,26,-1
2,2679,802,22,26,-1
3,2675,235,25,7,-1
3,2676,205,25,6,-1
3,2677,175,25,5,-1
3,2678,145,25,4,-1
3,2679,144,24,4,-1
4,2675,590,20,19,-1
4,2676,589,19,19,-1
4,2677,619,19,20,-1
4,2678,618,18,20,-1
4,2679,648,18,21,-1
0,2680,130,10,4,-1
0,2681,129,9,4,-1
0,2682,128,8,4,-1
0,2683,127,7,4,-1
0,2684,126,6,4,-1
1,2680,499,19,16,-1
1,2681,500,20,16,-1
1,2682,501,21,16,-1
1,2683,471,21,15,-1
1,2684,472,22,15,-1
2,2680,801,21,26,-1
2,2681,800,20,26,-1
2,2682,799,19,26,-1
2,2683,798,18,26,-1
2,2684,797,17,26,-1
3,2680,143,23,4,-1
3,2681,142,22,4,-1
3,2682,141,21,4,-1
3,2683,140,20,4,-1
3,2684,139,19,4,-1
4,2680,678,18,22,-1
4,2681,708,18,23,-1
4,2682,738,18,24,-1
4,2683,768,18,25,-1
4,2684,767,17,25,-1
0,2685,125,5,4,-1
0,2686,124,4,4,-1
0,2687,154,4,5,-1
0,2688,184,4,6,-1
0,2689,214,4,7,-1
1,2685,473,23,15,-1
1,2686,474,24,15,-1
1,2687,475,25,15,-1
1,2688,445,25,14,-1
1,2689,415,25,13,-1
2,2685,796,16,26,-1
2,2686,766,16,25,-1
2,2687,767,17,25,-1
2,2688,768,18,25,-1
2,2689,769,19,25,-1
3,2685,138,18,4,-1
3,2686,137,17,4,-1
3,2687,136,16,4,-1
3,2688,135,15,4,-1
3,2689,134,14,4,-1
4,2685,766,16,25,-1
4,2686,765,15,25,-1
4,2687,764,14,25,-1
4,2688,763,13,25,-1
4,2689,762,12,25,-1
0,2690,244,4,8,-1
0,2691,274,4,9,-1
0,2692,304,4,10,-1
0,2693,334,4,11,-1
0,2694,364,4,12,-1
1,2690,385,25,12,-1
1,2691,355,25,11,-1
1,2692,325,25,10,-1
1,2693,295,25,9,-1
1,2694,265,25,8,-1
2,2690,770,20,25,-1
2,2691,771,21,25,-1
2,2692,772,22,25,-1
2,2693,773,23,25,-1
2,2694,774,24,25,-1
3,2690,133,13,4,-1
3,2691,132,12,4,-1
3,2692,131,11,4,-1
3,2693,130,10,4,-1
3,2694,129,9,4,-1
4,2690,761,11,25,-1
4,2691,760,10,25,-1
4,2692,759,9,25,-1
4,2693,758,8,25,-1
4,2694,757,7,25,-1
0,2695,394,4,13,-1
0,2696,424,4,14,-1
0,2697,454,4,15,-1
0,2698,424,4,14,-1
0,2699,394,4,13,-1
1,2695,235,25,7,-1
1,2696,205,25,6,-1
1,2697,175,25,5,-1
1,2698,145,25,4,-1
1,2699,144,24,4,-1
2,2695,775,25,25,-1
2,2696,805,25,26,-1
2,2697,804,24,26,-1
2,2698,803,23,26,-1
2,2699,802,22,26,-1
3,2695,128,8,4,-1
3,2696,127,7,4,-1
3,2697,126,6,4,-1
3,2698,125,5,4,-1
3,2699,124,4,4,-1
4,2695,756,6,25,-1
4,2696,755,5,25,-1
4,2697,754,4,25,-1
4,2698,724,4,24,-1
4,2699,694,4,23,-1
0,2700,364,4,12,-1
0,2701,334,4,11,-1
0,2702,304,4,10,-1
0,2703,274,4,9,-1
0,2704,275,5,9,-1
1,2700,143,23,4,-1
1,2701,142,22,4,-1
1,2702,141,21,4,-1
1,2703,140,20,4,-1
1,2704,139,19,4,-1
2,2700,801,21,26,-1
2,2701,800,20,26,-1
2,2702,799,19,26,-1
2,2703,798,18,26,-1
2,2704,797,17,26,-1
3,2700,154,4,5,-1
3,2701,184,4,6,-1
3,2702,214,4,7,-1
3,2703,244,4,8,-1
3,2704,274,4,9,-1
4,2700,664,4,22,-1
4,2701,634,4,21,-1
4,2702,604,4,20,-1
4,2703,574,4,19,-1
4,2704,544,4,18,-1
0,2705,274,4,9,-1
0,2706,244,4,8,-1
0,2707,214,4,7,-1
0,2708,184,4,6,-1
0,2709,154,4,5,-1
1,2705,138,18,4,-1
1,2706,137,17,4,-1
1,2707,136,16,4,-1
1,2708,135,15,4,-1
1,2709,105,15,3,-1
2,2705,796,16,26,-1
2,2706,766,16,25,-1
2,2707,736,16,24,-1
2,2708,706,16,23,-1
2,2709,676,16,22,-1
3,2705,304,4,10,-1
3,2706,334,4,11,-1
3,2707,364,4,12,-1
3,2708,394,4,13,-1
3,2709,424,4,14,-1
4,2705,514,4,17,-1
4,2706,484,4,16,-1
4,2707,454,4,15,-1
4,2708,484,4,16,-1
4,2709,514,4,17,-1
0,2710,124,4,4,-1
0,2711,154,4,5,-1
0,2712,184,4,6,-1
0,2713,214,4,7,-1
0,2714,244,4,8,-1
1,2710,106,16,3,-1
1,2711,107,17,3,-1
1,2712,108,18,3,-1
1,2713,109,19,3,-1
1,2714,110,20,3,-1
2,2710,646,16,21,-1
2,2711,616,16,20,-1
2,2712,617,17,20,-1
2,2713,587,17,19,-1
2,2714,557,17,18,-1
3,2710,454,4,15,-1
3,2711,424,4,14,-1
3,2712,394,4,13,-1
3,2713,364,4,12,-1
3,2714,334,4,11,-1
4,2710,544,4,18,-1
4,2711,543,3,18,-1
4,2712,573,3,19,-1
4,2713,603,3,20,-1
4,2714,633,3,21,-1
0,2715,274,4,9,-1
0,2716,275,5,9,-1
0,2717,305,5,10,-1
0,2718,335,5,11,-1
0,2719,365,5,12,-1
1,2715,111,21,3,-1
1,2716,141,21,4,-1
1,2717,142,22,4,-1
1,2718,143,23,4,-1
1,2719,144,24,4,-1
2,2715,527,17,17,-1
2,2716,497,17,16,-1
2,2717,498,18,16,-1
2,2718,499,19,16,-1
2,2719,500,20,16,-1
3,2715,304,4,10,-1
3,2716,274,4,9,-1
3,2717,244,4,8,-1
3,2718,214,4,7,-1
3,2719,184,4,6,-1
4,2715,663,3,22,-1
4,2716,693,3,23,-1
4,2717,723,3,24,-1
4,2718,753,3,25,-1
4,2719,754,4,25,-1
0,2720,395,5,13,-1
0,2721,425,5,14,-1
0,2722,455,5,15,-1
0,2723,454,4,15,-1
0,2724,424,4,14,-1
1,2720,145,25,4,-1
1,2721,175,25,5,-1
1,2722,205,25,6,-1
1,2723,235,25,7,-1
1,2724,265,25,8,-1
2,2720,501,21,16,-1
2,2721,471,21,15,-1
2,2722,472,22,15,-1
2,2723,473,23,15,-1
2,2724,474,24,15,-1
3,2720,154,4,5,-1
3,2721,124,4,4,-1
3,2722,154,4,5,-1
3,2723,184,4,6,-1
3,2724,214,4,7,-1
4,2720,724,4,24,-1
4,2721,694,4,23,-1
4,2722,664,4,22,-1
4,2723,634,4,21,-1
4,2724,604,4,20,-1
0,2725,394,4,13,-1
0,2726,364,4,12,-1
0,2727,334,4,11,-1
0,2728,335,5,11,-1
0,2729,334,4,11,-1
1,2725,295,25,9,-1
1,2726,325,25,10,-1
1,2727,355,25,11,-1
1,2728,385,25,12,-1
1,2729,415,25,13,-1
2,2725,475,25,15,-1
2,2726,505,25,16,-1
2,2727,535,25,17,-1
2,2728,565,25,18,-1
2,2729,595,25,19,-1
3,2725,244,4,8,-1
3,2726,274,4,9,-1
3,2727,304,4,10,-1
3,2728,334,4,11,-1
3,2729,364,4,12,-1
4,2725,574,4,19,-1
4,2726,544,4,18,-1
4,2727,514,4,17,-1
4,2728,484,4,16,-1
4,2729,485,5,16,-1
0,2730,304,4,10,-1
0,2731,274,4,9,-1
0,2732,244,4,8,-1
0,2733,214,4,7,-1
0,2734,184,4,6,-1
1,2730,445,25,14,-1
1,2731,475,25,15,-1
1,2732,505,25,16,-1
1,2733,535,25,17,-1
1,2734,565,25,18,-1
2,2730,594,24,19,-1
2,2731,593,23,19,-1
2,2732,592,22,19,-1
2,2733,591,21,19,-1
2,2734,590,20,19,-1
3,2730,394,4,13,-1
3,2731,424,4,14,-1
3,2732,454,4,15,-1
3,2733,484,4,16,-1
3,2734,485,5,16,-1
4,2730,486,6,16,-1
4,2731,487,7,16,-1
4,2732,488,8,16,-1
4,2733,489,9,16,-1
4,2734,490,10,16,-1
0,2735,154,4,5,-1
0,2736,124,4,4,-1
0,2737,154,4,5,-1
0,2738,184,4,6,-1
0,2739,214,4,7,-1
1,2735,595,25,19,-1
1,2736,625,25,20,-1
1,2737,655,25,21,-1
1,2738,685,25,22,-1
1,2739,715,25,23,-1
2,2735,589,19,19,-1
2,2736,619,19,20,-1
2,2737,618,18,20,-1
2,2738,648,18,21,-1
2,2739,678,18,22,-1
3,2735,486,6,16,-1
3,2736,487,7,16,-1
3,2737,488,8,16,-1
3,2738,489,9,16,-1
3,2739,490,10,16,-1
4,2735,491,11,16,-1
4,2736,492,12,16,-1
4,2737,493,13,16,-1
4,2738,494,14,16,-1
4,2739,495,15,16,-1
0,2740,244,4,8,-1
0,2741,274,4,9,-1
0,2742,304,4,10,-1
0,2743,334,4,11,-1
0,2744,364,4,12,-1
1,2740,745,25,24,-1
1,2741,775,25,25,-1
1,2742,805,25,26,-1
1,2743,804,24,26,-1
1,2744,803,23,26,-1
2,2740,708,18,23,-1
2,2741,738,18,24,-1
2,2742,768,18,25,-1
2,2743,767,17,25,-1
2,2744,766,16,25,-1
3,2740,491,11,16,-1
3,2741,492,12,16,-1
3,2742,493,13,16,-1
3,2743,494,14,16,-1
3,2744,495,15,16,-1
4,2740,496,16,16,-1
4,2741,497,17,16,-1
4,2742,498,18,16,-1
4,2743,499,19,16,-1
4,2744,500,20,16,-1
0,2745,394,4,13,-1
0,2746,424,4,14,-1
0,2747,454,4,15,-1
0,2748,424,4,14,-1
0,2749,394,4,13,-1
1,2745,802,22,26,-1
1,2746,801,21,26,-1
1,2747,800,20,26,-1
1,2748,799,19,26,-1
1,2749,798,18,26,-1
2,2745,767,17,25,-1
2,2746,768,18,25,-1
2,2747,769,19,25,-1
2,2748,770,20,25,-1
2,2749,771,21,25,-1
3,2745,496,16,16,-1
3,2746,497,17,16,-1
3,2747,498,18,16,-1
3,2748,499,19,16,-1
3,2749,500,20,16,-1
4,2745,501,21,16,-1
4,2746,471,21,15,-1
4,2747,472,22,15,-1
4,2748,473,23,15,-1
4,2749,474,24,15,-1
0,2750,364,4,12,-1
0,2751,334,4,11,-1
0,2752,304,4,10,-1
0,2753,274,4,9,-1
0,2754,244,4,8,-1
1,2750,797,17,26,-1
1,2751,796,16,26,-1
1,2752,766,16,25,-1
1,2753,736,16,24,-1
1,2754,706,16,23,-1
2,2750,772,22,25,-1
2,2751,773,23,25,-1
2,2752,774,24,25,-1
2,2753,775,25,25,-1
2,2754,805,25,26,-1
3,2750,501,21,16,-1
3,2751,471,21,15,-1
3,2752,472,22,15,-1
3,2753,473,23,15,-1
3,2754,474,24,15,-1
4,2750,475,25,15,-1
4,2751,445,25,14,-1
4,2752,415,25,13,-1
4,2753,385,25,12,-1
4,2754,355,25,11,-1
0,2755,214,4,7,-1
0,2756,184,4,6,-1
0,2757,154,4,5,-1
0,2758,124,4,4,-1
0,2759,154,4,5,-1
1,2755,676,16,22,-1
1,2756,646,16,21,-1
1,2757,616,16,20,-1
1,2758,617,17,20,-1
1,2759,587,17,19,-1
2,2755,804,24,26,-1
2,2756,803,23,26,-1
2,2757,802,22,26,-1
2,2758,801,21,26,-1
2,2759,800,20,26,-1
3,2755,475,25,15,-1
3,2756,445,25,14,-1
3,2757,415,25,13,-1
3,2758,385,25,12,-1
3,2759,355,25,11,-1
4,2755,325,25,10,-1
4,2756,295,25,9,-1
4,2757,265,25,8,-1
4,2758,235,25,7,-1
4,2759,205,25,6,-1
0,2760,184,4,6,-1
0,2761,214,4,7,-1
0,2762,244,4,8,-1
0,2763,274,4,9,-1
0,2764,304,4,10,-1
1,2760,557,17,18,-1
1,2761,527,17,17,-1
1,2762,526,16,17,-1
1,2763,525,15,17,-1
1,2764,495,15,16,-1
2,2760,799,19,26,-1
2,2761,798,18,26,-1
2,2762,797,17,26,-1
2,2763,796,16,26,-1
2,2764,766,16,25,-1
3,2760,325,25,10,-1
3,2761,295,25,9,-1
3,2762,265,25,8,-1
3,2763,235,25,7,-1
3,2764,205,25,6,-1
4,2760,175,25,5,-1
4,2761,145,25,4,-1
4,2762,144,24,4,-1
4,2763,143,23,4,-1
4,2764,142,22,4,-1
0,2765,334,4,11,-1
0,2766,364,4,12,-1
0,2767,394,4,13,-1
0,2768,424,4,14,-1
0,2769,454,4,15,-1
1,2765,465,15,15,-1
1,2766,435,15,14,-1
1,2767,405,15,13,-1
1,2768,375,15,12,-1
1,2769,345,15,11,-1
2,2765,765,15,25,-1
2,2766,764,14,25,-1
2,2767,763,13,25,-1
2,2768,762,12,25,-1
2,2769,761,11,25,-1
3,2765,175,25,5,-1
3,2766,145,25,4,-1
3,2767,144,24,4,-1
3,2768,143,23,4,-1
3,2769,142,22,4,-1
4,2765,141,21,4,-1
4,2766,140,20,4,-1
4,2767,139,19,4,-1
4,2768,138,18,4,-1
4,2769,137,17,4,-1
0,2770,484,4,16,-1
0,2771,485,5,16,-1
0,2772,486,6,16,-1
0,2773,487,7,16,-1
0,2774,488,8,16,-1
1,2770,315,15,10,-1
1,2771,285,15,9,-1
1,2772,255,15,8,-1
1,2773,225,15,7,-1
1,2774,195,15,6,-1
2,2770,760,10,25,-1
2,2771,759,9,25,-1
2,2772,758,8,25,-1
2,2773,757,7,25,-1
2,2774,756,6,25,-1
3,2770,141,21,4,-1
3,2771,140,20,4,-1
3,2772,139,19,4,-1
3,2773,138,18,4,-1
3,2774,137,17,4,-1
4,2770,136,16,4,-1
4,2771,135,15,4,-1
4,2772,134,14,4,-1
4,2773,133,13,4,-1
4,2774,132,12,4,-1
0,2775,489,9,16,-1
0,2776,490,10,16,-1
0,2777,491,11,16,-1
0,2778,492,12,16,-1
0,2779,493,13,16,-1
1,2775,165,15,5,-1
1,2776,165,15,5,-1
1,2777,135,15,4,-1
1,2778,134,14,4,-1
1,2779,133,13,4,-1
2,2775,755,5,25,-1
2,2776,754,4,25,-1
2,2777,724,4,24,-1
2,2778,694,4,23,-1
2,2779,664,4,22,-1
3,2775,136,16,4,-1
3,2776,135,15,4,-1
3,2777,105,15,3,-1
3,2778,106,16,3,-1
3,2779,107,17,3,-1
4,2775,131,11,4,-1
4,2776,130,10,4,-1
4,2777,129,9,4,-1
4,2778,128,8,4,-1
4,2779,127,7,4,-1
0,2780,494,14,16,-1
0,2781,495,15,16,-1
0,2782,496,16,16,-1
0,2783,497,17,16,-1
0,2784,498,18,16,-1
1,2780,132,12,4,-1
1,2781,131,11,4,-1
1,2782,130,10,4,-1
1,2783,129,9,4,-1
1,2784,128,8,4,-1
2,2780,634,4,21,-1
2,2781,604,4,20,-1
2,2782,574,4,19,-1
2,2783,544,4,18,-1
2,2784,514,4,17,-1
3,2780,108,18,3,-1
3,2781,109,19,3,-1
3,2782,110,20,3,-1
3,2783,111,21,3,-1
3,2784,141,21,4,-1
4,2780,126,6,4,-1
4,2781,125,5,4,-1
4,2782,124,4,4,-1
4,2783,154,4,5,-1
4,2784,184,4,6,-1
0,2785,499,19,16,-1
