agent,timestep,location,x,y,orientation
1,2385,770,20,25,-1
1,2386,771,21,25,-1
1,2387,772,22,25,-1
1,2388,773,23,25,-1
1,2389,774,24,25,-1
2,2385,134,14,4,-1
2,2386,133,13,4,-1
2,2387,132,12,4,-1
2,2388,131,11,4,-1
2,2389,130,10,4,-1
3,2385,491,11,16,-1
3,2386,492,12,16,-1
3,2387,493,13,16,-1
3,2388,494,14,16,-1
3,2389,495,15,16,-1
4,2385,127,7,4,-1
4,2386,126,6,4,-1
4,2387,125,5,4,-1
4,2388,124,4,4,-1
4,2389,125,5,4,-1
0,2390,490,10,16,-1
0,2391,491,11,16,-1
0,2392,492,12,16,-1
0,2393,493,13,16,-1
0,2394,494,14,16,-1
1,2390,775,25,25,-1
1,2391,805,25,26,-1
1,2392,804,24,26,-1
1,2393,803,23,26,-1
1,2394,802,22,26,-1
2,2390,129,9,4,-1
2,2391,128,8,4,-1
2,2392,98,8,3,-1
2,2393,128,8,4,-1
2,2394,127,7,4,-1
3,2390,496,16,16,-1
3,2391,497,17,16,-1
3,2392,498,18,16,-1
3,2393,499,19,16,-1
3,2394,500,20,16,-1
4,2390,126,6,4,-1
4,2391,127,7,4,-1
4,2392,128,8,4,-1
4,2393,129,9,4,-1
4,2394,130,10,4,-1
0,2395,495,15,16,-1
0,2396,496,16,16,-1
0,2397,497,17,16,-1
0,2398,498,18,16,-1
0,2399,499,19,16,-1
1,2395,801,21,26,-1
1,2396,800,20,26,-1
1,2397,799,19,26,-1
1,2398,798,18,26,-1
1,2399,797,17,26,-1
2,2395,126,6,4,-1
2,2396,125,5,4,-1
2,2397,124,4,4,-1
2,2398,154,4,5,-1
2,2399,184,4,6,-1
3,2395,501,21,16,-1
3,2396,471,21,15,-1
3,2397,472,22,15,-1
3,2398,473,23,15,-1
3,2399,474,24,15,-1
4,2395,131,11,4,-1
4,2396,132,12,4,-1
4,2397,133,13,4,-1
4,2398,134,14,4,-1
4,2399,135,15,4,-1
0,2400,500,20,16,-1
0,2401,501,21,16,-1
0,2402,471,21,15,-1
0,2403,472,22,15,-1
0,2404,473,23,15,-1
1,2400,796,16,26,-1
1,2401,766,16,25,-1
1,2402,736,16,24,-1
1,2403,706,16,23,-1
1,2404,676,16,22,-1
2,2400,214,4,7,-1
2,2401,244,4,8,-1
2,2402,274,4,9,-1
2,2403,304,4,10,-1
2,2404,334,4,11,-1
3,2400,475,25,15,-1
3,2401,445,25,14,-1
3,2402,415,25,13,-1
3,2403,385,25,12,-1
3,2404,355,25,11,-1
4,2400,134,14,4,-1
4,2401,133,13,4,-1
4,2402,132,12,4,-1
4,2403,131,11,4,-1
4,2404,130,10,4,-1
0,2405,474,24,15,-1
0,2406,475,25,15,-1
0,2407,505,25,16,-1
0,2408,535,25,17,-1
0,2409,565,25,18,-1
1,2405,646,16,21,-1
1,2406,616,16,20,-1
1,2407,617,17,20,-1
1,2408,587,17,19,-1
1,2409,557,17,18,-1
2,2405,364,4,12,-1
2,2406,394,4,13,-1
2,2407,424,4,14,-1
2,2408,454,4,15,-1
2,2409,484,4,16,-1
3,2405,325,25,10,-1
3,2406,295,25,9,-1
3,2407,265,25,8,-1
3,2408,235,25,7,-1
3,2409,205,25,6,-1
4,2405,129,9,4,-1
4,2406,128,8,4,-1
4,2407,127,7,4,-1
4,2408,126,6,4,-1
4,2409,125,5,4,-1
0,2410,595,25,19,-1
0,2411,594,24,19,-1
0,2412,593,23,19,-1
0,2413,592,22,19,-1
0,2414,591,21,19,-1
1,2410,527,17,17,-1
1,2411,526,16,17,-1
1,2412,525,15,17,-1
1,2413,495,15,16,-1
1,2414,465,15,15,-1
2,2410,485,5,16,-1
2,2411,486,6,16,-1
2,2412,487,7,16,-1
2,2413,488,8,16,-1
2,2414,489,9,16,-1
3,2410,175,25,5,-1
3,2411,145,25,4,-1
3,2412,175,25,5,-1
3,2413,205,25,6,-1
3,2414,235,25,7,-1
4,2410,124,4,4,-1
4,2411,154,4,5,-1
4,2412,184,4,6,-1
4,2413,214,4,7,-1
4,2414,244,4,8,-1
0,2415,590,20,19,-1
0,2416,589,19,19,-1
0,2417,619,19,20,-1
0,2418,618,18,20,-1
0,2419,648,18,21,-1
1,2415,435,15,14,-1
1,2416,405,15,13,-1
1,2417,375,15,12,-1
1,2418,345,15,11,-1
1,2419,315,15,10,-1
2,2415,490,10,16,-1
2,2416,491,11,16,-1
2,2417,492,12,16,-1
2,2418,493,13,16,-1
2,2419,494,14,16,-1
3,2415,265,25,8,-1
3,2416,295,25,9,-1
3,2417,325,25,10,-1
3,2418,355,25,11,-1
3,2419,385,25,12,-1
4,2415,274,4,9,-1
4,2416,304,4,10,-1
4,2417,334,4,11,-1
4,2418,364,4,12,-1
4,2419,394,4,13,-1
0,2420,678,18,22,-1
0,2421,708,18,23,-1
0,2422,738,18,24,-1
0,2423,768,18,25,-1
0,2424,767,17,25,-1
1,2420,285,15,9,-1
1,2421,255,15,8,-1
1,2422,225,15,7,-1
1,2423,195,15,6,-1
1,2424,165,15,5,-1
2,2420,495,15,16,-1
2,2421,496,16,16,-1
2,2422,497,17,16,-1
2,2423,498,18,16,-1
2,2424,499,19,16,-1
3,2420,415,25,13,-1
3,2421,445,25,14,-1
3,2422,475,25,15,-1
3,2423,445,25,14,-1
3,2424,415,25,13,-1
4,2420,424,4,14,-1
4,2421,454,4,15,-1
4,2422,484,4,16,-1
4,2423,485,5,16,-1
4,2424,486,6,16,-1
0,2425,766,16,25,-1
0,2426,736,16,24,-1
0,2427,706,16,23,-1
0,2428,676,16,22,-1
0,2429,646,16,21,-1
1,2425,135,15,4,-1
1,2426,134,14,4,-1
1,2427,133,13,4,-1
1,2428,132,12,4,-1
1,2429,131,11,4,-1
2,2425,500,20,16,-1
2,2426,501,21,16,-1
2,2427,471,21,15,-1
2,2428,472,22,15,-1
2,2429,473,23,15,-1
3,2425,385,25,12,-1
3,2426,355,25,11,-1
3,2427,325,25,10,-1
3,2428,295,25,9,-1
3,2429,265,25,8,-1
4,2425,487,7,16,-1
4,2426,488,8,16,-1
4,2427,489,9,16,-1
4,2428,490,10,16,-1
4,2429,491,11,16,-1
0,2430,616,16,20,-1
0,2431,617,17,20,-1
0,2432,587,17,19,-1
0,2433,557,17,18,-1
0,2434,527,17,17,-1
1,2430,130,10,4,-1
1,2431,129,9,4,-1
1,2432,128,8,4,-1
1,2433,127,7,4,-1
1,2434,126,6,4,-1
2,2430,474,24,15,-1
2,2431,475,25,15,-1
2,2432,505,25,16,-1
2,2433,535,25,17,-1
2,2434,565,25,18,-1
3,2430,235,25,7,-1
3,2431,205,25,6,-1
3,2432,175,25,5,-1
3,2433,145,25,4,-1
3,2434,144,24,4,-1
4,2430,492,12,16,-1
4,2431,493,13,16,-1
4,2432,494,14,16,-1
4,2433,495,15,16,-1
4,2434,496,16,16,-1
0,2435,526,16,17,-1
0,2436,525,15,17,-1
0,2437,495,15,16,-1
0,2438,465,15,15,-1
0,2439,435,15,14,-1
1,2435,125,5,4,-1
1,2436,124,4,4,-1
1,2437,154,4,5,-1
1,2438,184,4,6,-1
1,2439,214,4,7,-1
2,2435,595,25,19,-1
2,2436,594,24,19,-1
2,2437,593,23,19,-1
2,2438,592,22,19,-1
2,2439,591,21,19,-1
3,2435,143,23,4,-1
3,2436,142,22,4,-1
3,2437,141,21,4,-1
3,2438,140,20,4,-1
3,2439,139,19,4,-1
4,2435,497,17,16,-1
4,2436,498,18,16,-1
4,2437,499,19,16,-1
4,2438,500,20,16,-1
4,2439,501,21,16,-1
0,2440,405,15,13,-1
0,2441,375,15,12,-1
0,2442,345,15,11,-1
0,2443,315,15,10,-1
0,2444,285,15,9,-1
1,2440,244,4,8,-1
1,2441,274,4,9,-1
1,2442,304,4,10,-1
1,2443,334,4,11,-1
1,2444,364,4,12,-1
2,2440,590,20,19,-1
2,2441,589,19,19,-1
2,2442,619,19,20,-1
2,2443,618,18,20,-1
2,2444,648,18,21,-1
3,2440,138,18,4,-1
3,2441,137,17,4,-1
3,2442,167,17,5,-1
3,2443,166,16,5,-1
3,2444,196,16,6,-1
4,2440,471,21,15,-1
4,2441,472,22,15,-1
4,2442,473,23,15,-1
4,2443,474,24,15,-1
4,2444,475,25,15,-1
0,2445,255,15,8,-1
0,2446,225,15,7,-1
0,2447,195,15,6,-1
0,2448,165,15,5,-1
0,2449,135,15,4,-1
1,2445,394,4,13,-1
1,2446,424,4,14,-1
1,2447,454,4,15,-1
1,2448,424,4,14,-1
1,2449,394,4,13,-1
2,2445,678,18,22,-1
2,2446,708,18,23,-1
2,2447,738,18,24,-1
2,2448,768,18,25,-1
2,2449,767,17,25,-1
3,2445,226,16,7,-1
3,2446,256,16,8,-1
3,2447,286,16,9,-1
3,2448,316,16,10,-1
3,2449,346,16,11,-1
4,2445,445,25,14,-1
4,2446,415,25,13,-1
4,2447,385,25,12,-1
4,2448,355,25,11,-1
4,2449,325,25,10,-1
0,2450,134,14,4,-1
0,2451,133,13,4,-1
0,2452,132,12,4,-1
0,2453,131,11,4,-1
0,2454,130,10,4,-1
1,2450,364,4,12,-1
1,2451,334,4,11,-1
1,2452,304,4,10,-1
1,2453,274,4,9,-1
1,2454,244,4,8,-1
2,2450,766,16,25,-1
2,2451,767,17,25,-1
2,2452,768,18,25,-1
2,2453,769,19,25,-1
2,2454,770,20,25,-1
3,2450,376,16,12,-1
3,2451,406,16,13,-1
3,2452,436,16,14,-1
3,2453,466,16,15,-1
3,2454,465,15,15,-1
4,2450,295,25,9,-1
4,2451,265,25,8,-1
4,2452,235,25,7,-1
4,2453,205,25,6,-1
4,2454,175,25,5,-1
0,2455,129,9,4,-1
0,2456,128,8,4,-1
0,2457,127,7,4,-1
0,2458,126,6,4,-1
0,2459,125,5,4,-1
1,2455,214,4,7,-1
1,2456,184,4,6,-1
1,2457,154,4,5,-1
1,2458,124,4,4,-1
1,2459,154,4,5,-1
2,2455,771,21,25,-1
2,2456,772,22,25,-1
2,2457,773,23,25,-1
2,2458,774,24,25,-1
2,2459,775,25,25,-1
3,2455,464,14,15,-1
3,2456,463,13,15,-1
3,2457,462,12,15,-1
3,2458,461,11,15,-1
3,2459,460,10,15,-1
4,2455,145,25,4,-1
4,2456,144,24,4,-1
4,2457,143,23,4,-1
4,2458,142,22,4,-1
4,2459,141,21,4,-1
0,2460,124,4,4,-1
0,2461,154,4,5,-1
0,2462,184,4,6,-1
0,2463,214,4,7,-1
0,2464,244,4,8,-1
1,2460,184,4,6,-1
1,2461,214,4,7,-1
1,2462,244,4,8,-1
1,2463,274,4,9,-1
1,2464,304,4,10,-1
2,2460,805,25,26,-1
2,2461,804,24,26,-1
2,2462,803,23,26,-1
2,2463,802,22,26,-1
2,2464,801,21,26,-1
3,2460,459,9,15,-1
3,2461,458,8,15,-1
3,2462,457,7,15,-1
3,2463,456,6,15,-1
3,2464,455,5,15,-1
4,2460,140,20,4,-1
4,2461,139,19,4,-1
4,2462,138,18,4,-1
4,2463,137,17,4,-1
4,2464,136,16,4,-1
0,2465,274,4,9,-1
0,2466,304,4,10,-1
0,2467,334,4,11,-1
0,2468,335,5,11,-1
0,2469,365,5,12,-1
1,2465,334,4,11,-1
1,2466,364,4,12,-1
1,2467,365,5,12,-1
1,2468,395,5,13,-1
1,2469,425,5,14,-1
2,2465,800,20,26,-1
2,2466,799,19,26,-1
2,2467,798,18,26,-1
2,2468,797,17,26,-1
2,2469,796,16,26,-1
3,2465,454,4,15,-1
3,2466,424,4,14,-1
3,2467,394,4,13,-1
3,2468,364,4,12,-1
3,2469,334,4,11,-1
4,2465,135,15,4,-1
4,2466,105,15,3,-1
4,2467,106,16,3,-1
4,2468,107,17,3,-1
4,2469,108,18,3,-1
0,2470,395,5,13,-1
0,2471,425,5,14,-1
0,2472,455,5,15,-1
0,2473,454,4,15,-1
0,2474,424,4,14,-1
1,2470,455,5,15,-1
1,2471,485,5,16,-1
1,2472,486,6,16,-1
1,2473,487,7,16,-1
1,2474,488,8,16,-1
2,2470,766,16,25,-1
2,2471,765,15,25,-1
2,2472,764,14,25,-1
2,2473,763,13,25,-1
2,2474,762,12,25,-1
3,2470,304,4,10,-1
3,2471,274,4,9,-1
3,2472,244,4,8,-1
3,2473,214,4,7,-1
3,2474,184,4,6,-1
4,2470,109,19,3,-1
4,2471,110,20,3,-1
4,2472,111,21,3,-1
4,2473,141,21,4,-1
4,2474,142,22,4,-1
0,2475,394,4,13,-1
0,2476,364,4,12,-1
0,2477,334,4,11,-1
0,2478,304,4,10,-1
0,2479,274,4,9,-1
1,2475,489,9,16,-1
1,2476,490,10,16,-1
1,2477,491,11,16,-1
1,2478,492,12,16,-1
1,2479,493,13,16,-1
2,2475,761,11,25,-1
2,2476,760,10,25,-1
2,2477,759,9,25,-1
2,2478,758,8,25,-1
2,2479,757,7,25,-1
3,2475,154,4,5,-1
3,2476,124,4,4,-1
3,2477,154,4,5,-1
3,2478,184,4,6,-1
3,2479,214,4,7,-1
4,2475,143,23,4,-1
4,2476,144,24,4,-1
4,2477,145,25,4,-1
4,2478,175,25,5,-1
4,2479,205,25,6,-1
0,2480,275,5,9,-1
0,2481,245,5,8,-1
0,2482,244,4,8,-1
0,2483,214,4,7,-1
0,2484,184,4,6,-1
1,2480,494,14,16,-1
1,2481,495,15,16,-1
1,2482,496,16,16,-1
1,2483,526,16,17,-1
1,2484,556,16,18,-1
2,2480,756,6,25,-1
2,2481,755,5,25,-1
2,2482,754,4,25,-1
2,2483,724,4,24,-1
2,2484,694,4,23,-1
3,2480,244,4,8,-1
3,2481,274,4,9,-1
3,2482,304,4,10,-1
3,2483,334,4,11,-1
3,2484,364,4,12,-1
4,2480,235,25,7,-1
4,2481,265,25,8,-1
4,2482,295,25,9,-1
4,2483,325,25,10,-1
4,2484,355,25,11,-1
0,2485,154,4,5,-1
0,2486,124,4,4,-1
0,2487,154,4,5,-1
0,2488,184,4,6,-1
0,2489,214,4,7,-1
1,2485,586,16,19,-1
1,2486,616,16,20,-1
1,2487,646,16,21,-1
1,2488,676,16,22,-1
1,2489,706,16,23,-1
2,2485,664,4,22,-1
2,2486,634,4,21,-1
2,2487,604,4,20,-1
2,2488,574,4,19,-1
2,2489,544,4,18,-1
3,2485,394,4,13,-1
3,2486,424,4,14,-1
3,2487,454,4,15,-1
3,2488,484,4,16,-1
3,2489,485,5,16,-1
4,2485,385,25,12,-1
4,2486,415,25,13,-1
4,2487,445,25,14,-1
4,2488,475,25,15,-1
4,2489,505,25,16,-1
0,2490,244,4,8,-1
0,2491,274,4,9,-1
0,2492,304,4,10,-1
0,2493,334,4,11,-1
0,2494,364,4,12,-1
1,2490,736,16,24,-1
1,2491,766,16,25,-1
1,2492,767,17,25,-1
1,2493,768,18,25,-1
1,2494,769,19,25,-1
2,2490,514,4,17,-1
2,2491,484,4,16,-1
2,2492,454,4,15,-1
2,2493,424,4,14,-1
2,2494,394,4,13,-1
3,2490,486,6,16,-1
3,2491,487,7,16,-1
3,2492,488,8,16,-1
3,2493,489,9,16,-1
3,2494,490,10,16,-1
4,2490,535,25,17,-1
4,2491,565,25,18,-1
4,2492,595,25,19,-1
4,2493,625,25,20,-1
4,2494,655,25,21,-1
0,2495,365,5,12,-1
0,2496,395,5,13,-1
0,2497,425,5,14,-1
0,2498,455,5,15,-1
0,2499,485,5,16,-1
1,2495,770,20,25,-1
1,2496,771,21,25,-1
1,2497,772,22,25,-1
1,2498,773,23,25,-1
1,2499,774,24,25,-1
2,2495,364,4,12,-1
2,2496,334,4,11,-1
2,2497,304,4,10,-1
2,2498,274,4,9,-1
2,2499,244,4,8,-1
3,2495,491,11,16,-1
3,2496,492,12,16,-1
3,2497,493,13,16,-1
3,2498,494,14,16,-1
3,2499,495,15,16,-1
4,2495,685,25,22,-1
4,2496,715,25,23,-1
4,2497,745,25,24,-1
4,2498,775,25,25,-1
4,2499,745,25,24,-1
0,2500,486,6,16,-1
0,2501,487,7,16,-1
0,2502,488,8,16,-1
0,2503,489,9,16,-1
0,2504,490,10,16,-1
1,2500,775,25,25,-1
1,2501,805,25,26,-1
1,2502,804,24,26,-1
1,2503,803,23,26,-1
1,2504,802,22,26,-1
2,2500,214,4,7,-1
2,2501,184,4,6,-1
2,2502,154,4,5,-1
2,2503,124,4,4,-1
2,2504,154,4,5,-1
3,2500,496,16,16,-1
3,2501,526,16,17,-1
3,2502,556,16,18,-1
3,2503,586,16,19,-1
3,2504,616,16,20,-1
4,2500,746,26,24,-1
4,2501,716,26,23,-1
4,2502,686,26,22,-1
4,2503,656,26,21,-1
4,2504,626,26,20,-1
0,2505,491,11,16,-1
0,2506,492,12,16,-1
0,2507,493,13,16,-1
0,2508,494,14,16,-1
0,2509,495,15,16,-1
1,2505,801,21,26,-1
1,2506,800,20,26,-1
1,2507,799,19,26,-1
1,2508,798,18,26,-1
1,2509,797,17,26,-1
2,2505,184,4,6,-1
2,2506,214,4,7,-1
2,2507,244,4,8,-1
2,2508,274,4,9,-1
2,2509,304,4,10,-1
3,2505,646,16,21,-1
3,2506,676,16,22,-1
3,2507,706,16,23,-1
3,2508,736,16,24,-1
3,2509,766,16,25,-1
4,2505,596,26,19,-1
4,2506,595,25,19,-1
4,2507,565,25,18,-1
4,2508,535,25,17,-1
4,2509,505,25,16,-1
0,2510,496,16,16,-1
0,2511,526,16,17,-1
0,2512,556,16,18,-1
0,2513,586,16,19,-1
0,2514,616,16,20,-1
1,2510,796,16,26,-1
1,2511,766,16,25,-1
1,2512,736,16,24,-1
1,2513,706,16,23,-1
1,2514,676,16,22,-1
2,2510,334,4,11,-1
2,2511,364,4,12,-1
2,2512,394,4,13,-1
2,2513,424,4,14,-1
2,2514,454,4,15,-1
3,2510,767,17,25,-1
3,2511,768,18,25,-1
3,2512,769,19,25,-1
3,2513,770,20,25,-1
3,2514,771,21,25,-1
4,2510,475,25,15,-1
4,2511,445,25,14,-1
4,2512,415,25,13,-1
4,2513,385,25,12,-1
4,2514,355,25,11,-1
0,2515,617,17,20,-1
0,2516,647,17,21,-1
0,2517,677,17,22,-1
0,2518,707,17,23,-1
0,2519,737,17,24,-1
1,2515,646,16,21,-1
1,2516,616,16,20,-1
1,2517,617,17,20,-1
1,2518,587,17,19,-1
1,2519,557,17,18,-1
2,2515,484,4,16,-1
2,2516,485,5,16,-1
2,2517,486,6,16,-1
2,2518,487,7,16,-1
2,2519,488,8,16,-1
3,2515,772,22,25,-1
3,2516,773,23,25,-1
3,2517,774,24,25,-1
3,2518,775,25,25,-1
3,2519,805,25,26,-1
4,2515,325,25,10,-1
4,2516,295,25,9,-1
4,2517,265,25,8,-1
4,2518,235,25,7,-1
4,2519,205,25,6,-1
0,2520,767,17,25,-1
0,2521,768,18,25,-1
0,2522,769,19,25,-1
0,2523,770,20,25,-1
0,2524,771,21,25,-1
1,2520,527,17,17,-1
1,2521,497,17,16,-1
1,2522,498,18,16,-1
1,2523,499,19,16,-1
1,2524,500,20,16,-1
2,2520,489,9,16,-1
2,2521,490,10,16,-1
2,2522,491,11,16,-1
2,2523,492,12,16,-1
2,2524,493,13,16,-1
3,2520,804,24,26,-1
3,2521,803,23,26,-1
3,2522,802,22,26,-1
3,2523,801,21,26,-1
3,2524,800,20,26,-1
4,2520,175,25,5,-1
4,2521,145,25,4,-1
4,2522,144,24,4,-1
4,2523,143,23,4,-1
4,2524,142,22,4,-1
0,2525,772,22,25,-1
0,2526,773,23,25,-1
0,2527,774,24,25,-1
0,2528,775,25,25,-1
0,2529,805,25,26,-1
1,2525,501,21,16,-1
1,2526,471,21,15,-1
1,2527,472,22,15,-1
1,2528,473,23,15,-1
1,2529,474,24,15,-1
2,2525,494,14,16,-1
2,2526,495,15,16,-1
2,2527,496,16,16,-1
2,2528,497,17,16,-1
2,2529,498,18,16,-1
3,2525,799,19,26,-1
3,2526,798,18,26,-1
3,2527,797,17,26,-1
3,2528,796,16,26,-1
3,2529,766,16,25,-1
4,2525,141,21,4,-1
4,2526,140,20,4,-1
4,2527,139,19,4,-1
4,2528,138,18,4,-1
4,2529,137,17,4,-1
0,2530,804,24,26,-1
0,2531,803,23,26,-1
0,2532,802,22,26,-1
0,2533,801,21,26,-1
0,2534,800,20,26,-1
1,2530,475,25,15,-1
1,2531,445,25,14,-1
1,2532,415,25,13,-1
1,2533,385,25,12,-1
1,2534,355,25,11,-1
2,2530,499,19,16,-1
2,2531,500,20,16,-1
2,2532,501,21,16,-1
2,2533,471,21,15,-1
2,2534,472,22,15,-1
3,2530,736,16,24,-1
3,2531,706,16,23,-1
3,2532,676,16,22,-1
3,2533,646,16,21,-1
3,2534,616,16,20,-1
4,2530,167,17,5,-1
4,2531,166,16,5,-1
4,2532,196,16,6,-1
4,2533,226,16,7,-1
4,2534,256,16,8,-1
0,2535,799,19,26,-1
0,2536,798,18,26,-1
0,2537,797,17,26,-1
0,2538,796,16,26,-1
0,2539,766,16,25,-1
1,2535,325,25,10,-1
1,2536,295,25,9,-1
1,2537,265,25,8,-1
1,2538,235,25,7,-1
1,2539,205,25,6,-1
2,2535,473,23,15,-1
2,2536,474,24,15,-1
2,2537,475,25,15,-1
2,2538,445,25,14,-1
2,2539,415,25,13,-1
3,2535,617,17,20,-1
3,2536,587,17,19,-1
3,2537,557,17,18,-1
3,2538,527,17,17,-1
3,2539,497,17,16,-1
4,2535,286,16,9,-1
4,2536,316,16,10,-1
4,2537,346,16,11,-1
4,2538,376,16,12,-1
4,2539,406,16,13,-1
0,2540,765,15,25,-1
0,2541,764,14,25,-1
0,2542,763,13,25,-1
0,2543,762,12,25,-1
0,2544,761,11,25,-1
1,2540,175,25,5,-1
1,2541,145,25,4,-1
1,2542,175,25,5,-1
1,2543,205,25,6,-1
1,2544,235,25,7,-1
2,2540,385,25,12,-1
2,2541,355,25,11,-1
2,2542,325,25,10,-1
2,2543,295,25,9,-1
2,2544,265,25,8,-1
3,2540,498,18,16,-1
3,2541,499,19,16,-1
3,2542,500,20,16,-1
3,2543,501,21,16,-1
3,2544,471,21,15,-1
4,2540,436,16,14,-1
4,2541,466,16,15,-1
4,2542,465,15,15,-1
4,2543,464,14,15,-1
4,2544,463,13,15,-1
0,2545,760,10,25,-1
0,2546,759,9,25,-1
0,2547,758,8,25,-1
0,2548,757,7,25,-1
0,2549,756,6,25,-1
1,2545,236,26,7,-1
1,2546,266,26,8,-1
1,2547,296,26,9,-1
1,2548,326,26,10,-1
1,2549,356,26,11,-1
2,2545,235,25,7,-1
2,2546,205,25,6,-1
2,2547,175,25,5,-1
2,2548,145,25,4,-1
2,2549,144,24,4,-1
3,2545,472,22,15,-1
3,2546,473,23,15,-1
3,2547,474,24,15,-1
3,2548,475,25,15,-1
3,2549,505,25,16,-1
4,2545,462,12,15,-1
4,2546,461,11,15,-1
4,2547,460,10,15,-1
4,2548,459,9,15,-1
4,2549,458,8,15,-1
0,2550,755,5,25,-1
0,2551,754,4,25,-1
0,2552,724,4,24,-1
0,2553,694,4,23,-1
0,2554,664,4,22,-1
1,2550,386,26,12,-1
1,2551,416,26,13,-1
1,2552,446,26,14,-1
1,2553,476,26,15,-1
1,2554,475,25,15,-1
2,2550,143,23,4,-1
2,2551,142,22,4,-1
2,2552,141,21,4,-1
2,2553,140,20,4,-1
2,2554,139,19,4,-1
3,2550,535,25,17,-1
3,2551,565,25,18,-1
3,2552,595,25,19,-1
3,2553,594,24,19,-1
3,2554,593,23,19,-1
4,2550,457,7,15,-1
4,2551,456,6,15,-1
4,2552,455,5,15,-1
4,2553,454,4,15,-1
4,2554,424,4,14,-1
0,2555,634,4,21,-1
0,2556,604,4,20,-1
0,2557,574,4,19,-1
0,2558,544,4,18,-1
0,2559,514,4,17,-1
1,2555,445,25,14,-1
1,2556,415,25,13,-1
1,2557,385,25,12,-1
1,2558,355,25,11,-1
1,2559,325,25,10,-1
2,2555,138,18,4,-1
2,2556,137,17,4,-1
2,2557,136,16,4,-1
2,2558,135,15,4,-1
2,2559,134,14,4,-1
3,2555,592,22,19,-1
3,2556,591,21,19,-1
3,2557,590,20,19,-1
3,2558,589,19,19,-1
3,2559,619,19,20,-1
4,2555,394,4,13,-1
4,2556,364,4,12,-1
4,2557,334,4,11,-1
4,2558,304,4,10,-1
4,2559,274,4,9,-1
0,2560,484,4,16,-1
0,2561,454,4,15,-1
0,2562,484,4,16,-1
0,2563,514,4,17,-1
0,2564,544,4,18,-1
1,2560,295,25,9,-1
1,2561,265,25,8,-1
1,2562,235,25,7,-1
1,2563,205,25,6,-1
1,2564,175,25,5,-1
2,2560,133,13,4,-1
2,2561,132,12,4,-1
2,2562,131,11,4,-1
2,2563,130,10,4,-1
2,2564,129,9,4,-1
3,2560,618,18,20,-1
3,2561,648,18,21,-1
3,2562,678,18,22,-1
3,2563,708,18,23,-1
3,2564,738,18,24,-1
4,2560,244,4,8,-1
4,2561,214,4,7,-1
4,2562,184,4,6,-1
4,2563,154,4,5,-1
4,2564,124,4,4,-1
0,2565,543,3,18,-1
0,2566,573,3,19,-1
0,2567,603,3,20,-1
0,2568,633,3,21,-1
0,2569,663,3,22,-1
1,2565,145,25,4,-1
1,2566,144,24,4,-1
1,2567,143,23,4,-1
1,2568,142,22,4,-1
1,2569,141,21,4,-1
2,2565,128,8,4,-1
2,2566,127,7,4,-1
2,2567,126,6,4,-1
2,2568,125,5,4,-1
2,2569,124,4,4,-1
3,2565,768,18,25,-1
3,2566,767,17,25,-1
3,2567,766,16,25,-1
3,2568,767,17,25,-1
3,2569,768,18,25,-1
4,2565,154,4,5,-1
4,2566,184,4,6,-1
4,2567,214,4,7,-1
4,2568,244,4,8,-1
4,2569,274,4,9,-1
0,2570,693,3,23,-1
0,2571,723,3,24,-1
0,2572,753,3,25,-1
0,2573,754,4,25,-1
0,2574,724,4,24,-1
1,2570,140,20,4,-1
1,2571,139,19,4,-1
1,2572,138,18,4,-1
1,2573,137,17,4,-1
1,2574,167,17,5,-1
2,2570,154,4,5,-1
2,2571,184,4,6,-1
2,2572,214,4,7,-1
2,2573,244,4,8,-1
2,2574,274,4,9,-1
3,2570,769,19,25,-1
3,2571,770,20,25,-1
3,2572,771,21,25,-1
3,2573,772,22,25,-1
3,2574,773,23,25,-1
4,2570,304,4,10,-1
4,2571,334,4,11,-1
4,2572,364,4,12,-1
4,2573,394,4,13,-1
4,2574,424,4,14,-1
0,2575,694,4,23,-1
0,2576,664,4,22,-1
0,2577,634,4,21,-1
0,2578,604,4,20,-1
0,2579,574,4,19,-1
1,2575,166,16,5,-1
1,2576,196,16,6,-1
1,2577,226,16,7,-1
1,2578,256,16,8,-1
1,2579,286,16,9,-1
2,2575,304,4,10,-1
2,2576,334,4,11,-1
2,2577,364,4,12,-1
2,2578,365,5,12,-1
2,2579,395,5,13,-1
3,2575,774,24,25,-1
3,2576,775,25,25,-1
3,2577,805,25,26,-1
3,2578,804,24,26,-1
3,2579,803,23,26,-1
4,2575,454,4,15,-1
4,2576,424,4,14,-1
4,2577,394,4,13,-1
4,2578,364,4,12,-1
4,2579,334,4,11,-1
0,2580,544,4,18,-1
0,2581,514,4,17,-1
0,2582,484,4,16,-1
0,2583,454,4,15,-1
0,2584,424,4,14,-1
1,2580,316,16,10,-1
1,2581,346,16,11,-1
1,2582,376,16,12,-1
1,2583,406,16,13,-1
1,2584,436,16,14,-1
2,2580,425,5,14,-1
2,2581,455,5,15,-1
2,2582,485,5,16,-1
2,2583,486,6,16,-1
2,2584,487,7,16,-1
3,2580,802,22,26,-1
3,2581,801,21,26,-1
3,2582,800,20,26,-1
3,2583,799,19,26,-1
3,2584,798,18,26,-1
4,2580,304,4,10,-1
4,2581,274,4,9,-1
4,2582,244,4,8,-1
4,2583,214,4,7,-1
4,2584,184,4,6,-1
0,2585,394,4,13,-1
0,2586,364,4,12,-1
0,2587,334,4,11,-1
